Name	Length	EffectiveLength	TPM	NumReads
FBgn0267593	610	439.253	0	0
FBgn0058100	394	223.444	4.40467	8.22383
FBgn0264888	465	294.42	0.406482	1
FBgn0037143	1446	1275.07	0	0
FBgn0262510	501	330.356	2.73626	7.55322
FBgn0263771	276	105.586	0	0
FBgn0053315	421	250.42	0	0
FBgn0267051	629	458.253	0	0
FBgn0050029	480	309.349	0	0
FBgn0085791	1041	870.065	0	0
FBgn0085804	252	81.6154	0	0
FBgn0267876	766	595.146	0	0
FBgn0267494	656	485.253	0	0
FBgn0085792	1211	1040.07	2.15728	18.7482
FBgn0053013	2636	2465.07	0	0
FBgn0266211	1668	1497.07	0.959286	12
FBgn0267884	453	282.42	0	0
FBgn0265141	1303	1132.07	0	0
FBgn0051292	452	281.42	0.38178	0.897759
FBgn0053294	1200.93	1096.59	2.3315	35
FBgn0000280	166	11.8283	0	0
FBgn0262885	102	33.73	0	0
FBgn0262852	1188	1017.07	2.78141	23.6377
FBgn0011812	456	285.42	0	0
FBgn0265533	384.5	213.982	0	0
FBgn0052496	778	607.146	2.16824	11
FBgn0052009	2999	2828.07	0	0
FBgn0262688	493	322.389	0.371217	1
FBgn0053222	541	370.253	2.1462	6.6399
FBgn0266940	581	410.253	0	0
FBgn0051615	315	144.56	0	0
FBgn0262565	802	631.146	0	0
FBgn0263002	361	190.527	0	0
FBgn0053498	369	198.527	0	0
FBgn0084049	531	360.253	14.818	44.6057
FBgn0263211	352	181.545	1.70664	2.58893
FBgn0267872	775	604.146	0	0
FBgn0262031	330	159.545	30.0727	40.0912
FBgn0267014	274	103.586	4.67657	4.04784
FBgn0039987	184	20.1284	0	0
FBgn0261640	810	639.146	0	0
FBgn0052761	71	18.14	0	0
FBgn0267863	274	103.586	0	0
FBgn0052034	74	18.807	0	0
FBgn0262795	735	564.146	0	0
FBgn0261856	450	279.42	0.428303	1
FBgn0051485	73	18.125	0	0
FBgn0267610	864	693.146	0	0
FBgn0262851	1188	1017.07	0.0100031	0.0850115
FBgn0053416	143	38.5369	0	0
FBgn0267520	357	186.527	2.98411	4.65103
FBgn0267054	629	458.253	0	0
FBgn0085765	30	31	0	0
FBgn0267424	659	488.253	0	0
FBgn0030116	1305	1134.07	0	0
FBgn0031135	363	192.527	0	0
FBgn0263213	224	53.6397	0	0
FBgn0267878	266	95.6063	0	0
FBgn0058441	177	16.3449	0	0
FBgn0267864	485	314.389	0	0
FBgn0085500	687	516.253	0	0
FBgn0085784	479	308.42	0	0
FBgn0262848	1188	1017.07	21.675	184.204
FBgn0063924	307	136.56	0.409016	0.466721
FBgn0262616	554	383.253	0.312264	1
FBgn0267891	718	547.146	0	0
FBgn0053491	369	198.527	3.80373	6.30989
FBgn0050374	600	429.253	0.278801	1
FBgn0267898	414	243.42	0	0
FBgn0260469	463.5	378.073	0.633085	4
FBgn0267874	253	82.6154	0	0
FBgn0030243	4287.23	4131.83	37.7773	1434.56
FBgn0032269	1867	1696.07	0	0
FBgn0266369	2930	2759.07	17.09	394
FBgn0032596	746.716	582.221	150.998	763
FBgn0033770	631	460.253	0.260023	1
FBgn0259237	2786	2615.07	0	0
FBgn0013685	525	354.253	0.337827	1
FBgn0031021	768	597.146	72.0961	359.737
FBgn0033491	3329	3158.07	6.51801	172
FBgn0051141	961	790.146	0.151461	1
FBgn0284082	778	607.146	0.197113	1
FBgn0036396	1352	1181.07	7.09303	70
FBgn0036641	446.96	360.547	25.3499	151
FBgn0027594	1496.38	1439.33	162.465	5855
FBgn0261954	1710.08	1672.97	42.4833	2736
FBgn0029987	639	468.253	0.25558	1
FBgn0031660	1078.5	916.758	131.548	1065
FBgn0038619	470	384.573	21.3167	137
FBgn0001341	3680	3509.07	7.43486	218
FBgn0037541	1535.92	1498.51	25.1762	1440.6
FBgn0016701	717.991	608.702	65.7613	523
FBgn0039110	885.014	799.548	53.9089	720.309
FBgn0038839	2837.5	2666.57	0	0
FBgn0264307	790.228	752.469	9.34868	266.091
FBgn0263355	1658.17	1580.07	44.0736	1273.58
FBgn0032482	677.366	624.325	183.979	3092.98
FBgn0050082	843	672.146	0.356102	2
FBgn0033698	5896	5725.07	16.1587	773
FBgn0032240	268.883	183.257	141.079	430.788
FBgn0029925	1070	899.065	23.2946	175
FBgn0039017	1757	1586.07	6.3382	84
FBgn0259711	908	737.146	9.57869	59
FBgn0051140	1197.85	1163.77	5.74108	280.014
FBgn0004379	1010.71	951.352	20.9253	479
FBgn0036158	782	611.146	0	0
FBgn0031816	1543.48	1413.47	7.01947	109
FBgn0034923	835.5	750.035	23.0566	289
FBgn0039582	1151	980.065	0	0
FBgn0051635	1116.26	1086.74	9.45989	497.475
FBgn0263117	1682.33	1625.36	0.0504978	2.05747
FBgn0030259	717	546.146	0	0
FBgn0029858	1073.49	979.957	10.158	152
FBgn0260745	372.667	350.782	230.73	5282
FBgn0015791	592.295	505.04	114.67	948
FBgn0051453	1350.6	1207	46.8156	562
FBgn0025574	1068.52	976.733	15.1329	230
FBgn0039637	1640.71	1552.19	102.498	2567
FBgn0016975	2714.67	2657.69	1.38843	92.5
FBgn0023095	2713.73	2615.16	1.5305	58
FBgn0014022	1444	1273.07	14.571	155
FBgn0035134	1243	1072.07	0.446526	4
FBgn0044826	1797.66	1712.19	61.9981	1774
FBgn0030937	1405	1234.07	0	0
FBgn0085213	715	544.146	0.219934	1
FBgn0039875	1762.08	1637.74	62.1911	1170
FBgn0037736	3598	3427.07	0.0349209	1
FBgn0024732	1435.33	1321.38	16.1817	268
FBgn0053700	1116	945.065	0	0
FBgn0260747	984.86	816.752	238.635	1656
FBgn0038011	1767	1596.07	0	0
FBgn0066365	896.667	839.69	0.190033	4
FBgn0039863	3074.6	2984.92	30.4409	1447.01
FBgn0037721	423.5	338.073	0.70799	4
FBgn0036459	2408	2237.07	0	0
FBgn0038291	1731	1560.07	16.4931	215
FBgn0001114	3225.71	3056.64	1249.89	32275
FBgn0262894	324	153.545	0	0
FBgn0015772	1544.29	1490.08	13.7761	540.838
FBgn0030873	596.653	538.156	86.8363	1141
FBgn0086675	958.444	939.452	0.155908	11.0148
FBgn0038223	2813.19	2699.24	9.12227	308.643
FBgn0027081	842.548	780.529	206.249	3707.34
FBgn0043458	1876.74	1777.72	53.242	1365.25
FBgn0262010	471	300.42	0.398363	1
FBgn0259963	337	166.545	0	0
FBgn0010238	2156	1985.07	74.2149	1231
FBgn0034184	2807.15	2657.94	26.5306	675
FBgn0000018	1794	1623.07	21.678	294
FBgn0032809	910	739.146	0.971469	6
FBgn0036605	513	342.323	0.3496	1
FBgn0052280	814.619	691.102	29.2804	234
FBgn0000055	615.176	529.751	0.677421	6
FBgn0033657	3918	3747.07	0.0958159	3
FBgn0030666	1586	1415.07	1.63871	19.3763
FBgn0011202	1777.53	1704.45	32.2413	1074
FBgn0050091	1681	1510.07	0	0
FBgn0033260	2193.99	2082.97	30.601	820
FBgn0283427	7470.02	7321.39	601.458	42318
FBgn0033740	1106.5	1021.03	17.8161	304
FBgn0011725	679.166	638.099	25.004	554.896
FBgn0034377	761	590.146	0	0
FBgn0284248	681	510.253	783.373	3340
FBgn0040674	491	405.533	0.226985	1.53831
FBgn0266434	3359	3188.07	0.0187694	0.5
FBgn0036323	1637	1466.07	0	0
FBgn0038260	1973	1802.07	2.98847	45
FBgn0034617	1987	1816.07	7.84193	119
FBgn0262018	3610	3524.53	0.0339552	2
FBgn0031873	840	669.146	19.6734	110
FBgn0032366	866	695.146	0	0
FBgn0035241	2884.43	2776.52	0.9524	35
FBgn0260049	2104.47	1946	132.108	2317
FBgn0267875	162	11.1553	0	0
FBgn0003870	803.205	770.864	32.3997	1103
FBgn0053061	1278	1107.07	0	0
FBgn0041181	4928	4757.07	0.0503151	2
FBgn0039778	933	762.146	0	0
FBgn0014455	1550.13	1384.53	221.059	2639.78
FBgn0030462	453.5	368.073	0.325143	2
FBgn0051832	762	591.146	0.202448	1
FBgn0000259	226.838	200.497	120.904	1314.19
FBgn0261581	717.5	546.751	0	0
FBgn0039271	836	665.146	10.4356	58
FBgn0031463	1194	1023.07	0	0
FBgn0014006	4413.29	4250.12	25.2939	941
FBgn0037150	1456	1285.07	13.1311	141
FBgn0030294	1628	1457.07	14.8664	181
FBgn0036039	744.595	680.062	13.3543	201
FBgn0029676	1649.8	1509.97	49.4473	762.641
FBgn0037475	1444.5	1273.57	0	0
FBgn0053886	595	424.253	0.386004	1.36839
FBgn0052076	1529	1358.07	25.908	294
FBgn0064126	1535.59	1373.29	35.5088	429.13
FBgn0039115	970	799.146	16.2388	108.436
FBgn0010356	2362	2191.07	16.6591	305
FBgn0051100	1289	1203.54	0.0994374	2
FBgn0263249	318	147.56	0	0
FBgn0039635	398.018	340.462	179.434	1516
FBgn0050010	615.826	473.202	3.59082	17.0001
FBgn0034495	1429	1258.07	15.2647	160.466
FBgn0005617	3623.42	3461.65	30.102	920
FBgn0030703	794.585	701.107	117.529	1259
FBgn0036574	1897.5	1818.29	16.2242	531.943
FBgn0038742	1418	1247.07	69.7674	727
FBgn0003162	788.748	706.432	4.73183	58
FBgn0046999	672	501.253	0	0
FBgn0037345	831	660.146	13.7778	76
FBgn0037050	837.054	742.561	9.17687	103
FBgn0029783	590.397	500.351	10.584	84
FBgn0261269	3645	3474.07	3.92712	114
FBgn0264270	174.325	160.985	35.6232	614
FBgn0259822	846.572	818.536	0.0962099	4.01189
FBgn0034035	1562	1391.07	28.0464	326
FBgn0039270	868	697.146	13.0466	76
FBgn0031626	1990	1819.07	0	0
FBgn0051324	675.084	617.083	37.4831	569.574
FBgn0260858	1469	1298.07	47.8496	519
FBgn0031874	1407.63	1264.1	7.55223	95
FBgn0262719	7878	7707.07	0.357146	23
FBgn0082831	3365	3279.54	24.6699	1352.08
FBgn0259239	2759	2588.07	0.0924831	2
FBgn0036146	755	584.146	3.8926	19
FBgn0035073	3322	3151.07	11.166	294
FBgn0020371	789	618.146	0	0
FBgn0032845	764.5	679.035	8.54789	97
FBgn0283651	3751.67	3596.29	1.2706	42.0047
FBgn0267824	2632	2461.07	45.078	927
FBgn0069973	304.231	246.528	19.0179	116
FBgn0036301	1709	1538.07	18.5965	239
FBgn0265048	4744	4573.07	184.261	7041
FBgn0261057	237.5	67.143	0	0
FBgn0052564	1448	1277.07	0	0
FBgn0030797	778.359	680.605	21.1246	210.005
FBgn0001296	1140.23	1051.15	2.9669	49.9999
FBgn0259972	706	535.312	0	0
FBgn0053986	871	700.146	0	0
FBgn0032435	2743	2572.07	0.0930584	2
FBgn0033905	658.089	562.564	15.9305	134
FBgn0029539	639.5	468.753	0	0
FBgn0030502	1477.5	1392.04	77.375	1800
FBgn0032554	1230	1059.07	0	0
FBgn0036410	1010.5	925.035	0.5175	8
FBgn0025390	2737.7	2662.51	2.3291	117.789
FBgn0038394	1047	876.065	0.691945	5.06525
FBgn0029715	1081	910.065	61.2803	466
FBgn0034911	6361	6190.07	0.0966679	5
FBgn0263982	803	632.146	0.0946587	0.5
FBgn0026063	2494	2408.53	2.19871	88.5
FBgn0032375	769	598.146	0.200079	1
FBgn0035421	1684	1513.07	16.3727	207
FBgn0053899	413	242.42	0	0
FBgn0033665	1878	1707.07	11.2871	161
FBgn0085380	3223	3052.07	0	0
FBgn0053846	1023	852.065	0.751758	5.35233
FBgn0037493	813	642.146	0	0
FBgn0053701	315	144.56	0	0
FBgn0032189	1259	1088.07	14.5187	132
FBgn0033726	683	512.253	0	0
FBgn0037526	1222.08	1124.37	7.53464	123.841
FBgn0028902	2027	1856.07	0.128957	2
FBgn0050289	1164	993.065	0.120512	1
FBgn0038131	1100	929.065	0	0
FBgn0004910	438.253	391.129	0.168761	2
FBgn0037715	478.528	399.905	26.1532	190
FBgn0038151	1571	1400.07	0	0
FBgn0005391	1584.5	1413.57	0	0
FBgn0265416	3420.05	3304.54	0.147173	6.014
FBgn0033115	699.901	609.248	11.9805	115
FBgn0029587	1570.06	1480.19	1.27186	29.9194
FBgn0034300	2076.68	2006.28	11.8923	484
FBgn0265464	2788	2617.07	4.48146	98
FBgn0036112	761	590.146	0	0
FBgn0262730	2381.72	2330.95	19.7105	1292.36
FBgn0262512	659	488.253	76.4746	312
FBgn0015279	1949.93	1874.18	49.9145	1764
FBgn0039831	1027.92	965.293	62.8729	1384.1
FBgn0261673	225.5	204.134	0.586265	8
FBgn0026570	678.687	584.577	37.76	335
FBgn0031574	1718.5	1633.04	6.4124	175
FBgn0036761	966.167	873.254	49.7628	668
FBgn0085385	4756.67	4585.74	0	0
FBgn0027296	1238.18	1133.84	8.56906	133
FBgn0033259	2863	2692.07	31.1631	701
FBgn0033616	1893	1722.07	10.4244	150
FBgn0030224	1034	863.065	0	0
FBgn0016685	910.432	740.393	300.984	1871
FBgn0003888	1763.93	1644.13	213.274	4180.41
FBgn0025381	1889.17	1740.33	316.206	5280.76
FBgn0052667	368	197.527	1.21175	2
FBgn0031771	1517.26	1350.36	133.958	1548
FBgn0042133	1168	997.065	6.3615	53
FBgn0028546	540.487	454.064	79.5546	597
FBgn0037620	1159	988.065	1.45346	12
FBgn0086710	159.237	102.329	3453.36	8851
FBgn0000046	642.515	577.067	1.07763	13.5709
FBgn0034568	1743	1657.54	0.180503	5
FBgn0035464	1136.76	1050.07	42.5407	736
FBgn0032331	1716	1545.07	0.232371	3
FBgn0261380	1356	1185.07	23.227	230
FBgn0039196	1506	1335.07	0	0
FBgn0051683	1927	1756.07	0	0
FBgn0011754	801.278	750.652	19.1241	405
FBgn0003250	1349	1178.07	0.203174	2
FBgn0028872	1850.33	1679.4	0	0
FBgn0003975	3463	3292.07	0.0727058	2
FBgn0039958	546.403	500.519	28.5829	445.329
FBgn0034201	1441.5	1270.75	0	0
FBgn0032390	818.717	653.567	51.5334	291.156
FBgn0031144	708.909	647.449	33.8295	509
FBgn0037481	943	772.146	18.134	117
FBgn0033457	1053	882.065	23.8792	176
FBgn0037974	675.966	580.828	27.407	238.989
FBgn0038033	3901	3730.07	0	0
FBgn0029689	2699	2528.07	11.0773	234
FBgn0036784	2074	1903.07	0	0
FBgn0085458	750	579.146	0	0
FBgn0053865	493	322.389	0	0
FBgn0033787	583.117	494.649	5.38436	43
FBgn0031955	2803	2717.53	0.374328	17
FBgn0054011	1090	919.065	0	0
FBgn0051092	2186.58	2091.8	1.1739	37.0043
FBgn0003218	1462.36	1411.1	14.8279	583
FBgn0029687	1253.41	1169.93	65.022	1301.43
FBgn0033460	2287.02	2202.97	46.0503	1724
FBgn0039664	1033.53	912.399	7.30575	78.5982
FBgn0037802	1114	943.065	7.10647	56
FBgn0014002	1040.83	955.312	747.791	11930.7
FBgn0051454	1736	1565.07	0.152934	2
FBgn0046886	1227	1056.07	0	0
FBgn0261060	329	158.545	0	0
FBgn0039349	754.187	684.899	20.9659	296
FBgn0036230	922.5	751.646	0	0
FBgn0085599	1023	852.065	8.48332	60.3992
FBgn0030292	477	306.42	57.0222	146
FBgn0039132	379.293	315.762	55.9364	397
FBgn0032790	1215	1044.07	12.9526	113
FBgn0261837	1824	1653.07	1.32871	18.3532
FBgn0029996	1339.41	1249.19	48.2416	954
FBgn0264830	262	91.6154	0	0
FBgn0083972	706	535.2	3.13054	14
FBgn0052221	1606	1435.07	9.25676	111
FBgn0061209	595	424.253	0	0
FBgn0019938	5078	4907.07	29.9491	1228
FBgn0029920	757	586.146	0	0
FBgn0259728	885	714.146	5.98315	35.7034
FBgn0260455	739	568.146	0	0
FBgn0033785	1397.19	1271.65	6.28953	91
FBgn0250839	274.75	232.016	0.128952	1
FBgn0267887	453	282.42	0	0
FBgn0267365	936	765.146	20.0204	128
FBgn0032150	848.866	714.591	5.65697	43
FBgn0035360	606.824	546.621	1.61936	21
FBgn0050120	2533	2362.07	0.573922	11.3276
FBgn0035833	3722	3551.07	13.8176	410
FBgn0034849	774	603.146	48.5492	244.679
FBgn0035041	2855	2684.07	0.0891753	2
FBgn0037067	876	705.146	0.169718	1
FBgn0263197	671.056	651.909	68.1706	3315
FBgn0033724	619.864	457.726	20.1091	81
FBgn0265201	476	305.42	0.838945	2.14103
FBgn0031690	357.25	314.517	0.66589	7
FBgn0035009	576	405.253	0	0
FBgn0052601	967	796.146	0.601278	4
FBgn0033996	972.5	887.035	16.9321	251
FBgn0034437	2768	2597.07	0.0460813	1
FBgn0031247	748	577.146	20.2887	97.8436
FBgn0039552	649	478.253	0	0
FBgn0030990	1933.94	1773.89	117.043	1852.72
FBgn0015925	1712.94	1566.59	27.9308	427
FBgn0029959	996.099	851.828	32.7276	276
FBgn0001276	727	556.146	24.7467	115
FBgn0036277	437	266.42	99.2736	221
FBgn0052643	548	377.253	0.31723	1
FBgn0263782	3818	3647.07	10.3317	314.852
FBgn0035695	1960.5	1875.04	0.191479	6
FBgn0034138	313.899	228.443	3901.69	14881
FBgn0035997	1784.41	1688.82	23.0637	582
FBgn0028541	2461	2290.07	60.8815	1165
FBgn0260454	2398	2227.07	0.0527208	0.981086
FBgn0053666	666	495.253	0	0
FBgn0051860	2260.5	2089.57	0	0
FBgn0035312	1183	1012.07	24.7895	209.637
FBgn0036236	1075	904.065	0.133003	1.00474
FBgn0259735	2517.59	2450.22	118.635	6162.7
FBgn0037094	935.977	884.134	41.9989	1023
FBgn0051953	715	544.146	0.00334347	0.0152022
FBgn0029523	2309	2138.07	0.751305	13.4224
FBgn0035374	1144	973.065	58.9116	479
FBgn0034514	440	269.42	0	0
FBgn0038934	4629	4458.07	0.134584	5.01341
FBgn0036360	2534	2363.07	0.0506445	1
FBgn0014465	1046.5	961.035	0.311974	5.01048
FBgn0038471	1102	931.065	24.1649	188
FBgn0038047	1623	1452.07	2.88463	35
FBgn0064237	1495	1324.07	0	0
FBgn0032036	415.912	386.211	344.164	6392
FBgn0038207	740	569.146	0.210273	1
FBgn0259821	1639	1576.55	1.83032	66
FBgn0032084	1396	1225.07	1.17228	12
FBgn0014427	1176	1005.07	13.9315	117
FBgn0031257	1924.12	1798.89	45.2306	928.001
FBgn0041094	2093.48	1936.25	75.3578	1325.52
FBgn0033988	2216	2045.07	29.8449	510
FBgn0015558	1254.74	1202.52	0.942885	31.0096
FBgn0053847	493	322.389	0	0
FBgn0001986	3585	3414.07	37.7179	1076
FBgn0032078	805.673	736.767	193.43	2954.01
FBgn0038551	1645	1474.07	29.2276	360
FBgn0000808	795.544	727.116	7.31379	111
FBgn0036895	3746	3575.07	0.0334752	1
FBgn0266455	280	109.586	0	0
FBgn0031575	1468.71	1382.27	10.2448	234
FBgn0033880	1145	974.065	4.05446	33
FBgn0051661	1341	1170.07	0	0
FBgn0283476	12442	12271.1	0.068269	7
FBgn0032882	1961	1790.07	32.813	490.803
FBgn0025700	446.983	361.273	117.822	709
FBgn0039811	514	343.323	0	0
FBgn0086447	396.777	230.474	31.3425	61.9042
FBgn0000463	1182	1125.02	0.0709178	2
FBgn0034748	1924	1753.07	17.8176	261
FBgn0042138	331.097	285.839	96.1129	867
FBgn0017556	1211.5	1040.57	0	0
FBgn0267423	640	469.253	0	0
FBgn0052843	3274	3103.07	0	0
FBgn0250827	860	689.146	0	0
FBgn0023536	2345	2174.07	3.02759	55
FBgn0263236	1014.57	958.358	1.14989	28
FBgn0039379	1894	1723.07	33.2691	479
FBgn0263842	318	147.56	0	0
FBgn0259676	1753	1582.07	24.2822	321
FBgn0050005	887	716.146	30.3397	181.554
FBgn0036842	1426.16	1338.99	32.9089	722
FBgn0026718	919.797	820.153	4.93374	58
FBgn0034061	656	485.253	39.2136	159
FBgn0038877	2124	1953.07	52.9157	863.562
FBgn0262588	777	606.146	17.7694	90
FBgn0264979	1304.75	1140.2	14.3478	142
FBgn0010772	1200.84	1137.71	31.7783	818
FBgn0034127	2103	1932.07	1.48661	24
FBgn0261850	2797	2626.07	20.143	442
FBgn0037853	1642	1471.07	81.1907	998
FBgn0038851	978	807.065	2.22428	15
FBgn0083942	2228.5	2143.03	0.019946	0.714344
FBgn0004915	705	619.535	38.5377	399
FBgn0265630	3018.75	2932.76	25.2904	1232
FBgn0034870	870	699.146	0.171175	1
FBgn0036483	3113.91	2982.25	7.44931	241
FBgn0026869	6166.05	5997.77	29.1332	1483.04
FBgn0051404	981	810.065	0.147736	1
FBgn0050446	2303	2132.07	0.336789	6
FBgn0033020	669.5	498.753	0	0
FBgn0036450	2644	2473.07	36.0519	745
FBgn0085479	1472	1301.07	0.0919832	1
FBgn0003067	2486	2315.07	26.7778	518
FBgn0036813	1221	1050.07	46.3859	407
FBgn0261353	1529	1358.07	45.8559	520.365
FBgn0037045	1081	910.065	8.15317	62
FBgn0030114	782.539	733.363	42.4879	905
FBgn0046685	2895	2724.07	40.594	924
FBgn0031951	1105.93	940.642	30.9877	251.887
FBgn0030310	707.609	543.991	370.576	1759
FBgn0032251	1029	858.065	10.7393	77
FBgn0036009	1497	1326.07	0	0
FBgn0039266	476.992	423.484	47.1518	533
FBgn0034194	1759	1588.07	22.9094	304
FBgn0004554	273	187.626	0.318921	1
FBgn0003360	354.019	317.041	388.006	4751.43
FBgn0030320	1114.31	1061.48	16.4452	472
FBgn0261639	849	678.146	10.4346	59.1275
FBgn0030812	2171.86	2089.88	40.3715	1470
FBgn0052091	2967	2796.07	1.02724	24
FBgn0039183	3009.59	2844.27	28.6087	703
FBgn0000299	4727.43	4585.57	620.08	28629
FBgn0004892	2611	2440.07	0.0490463	1
FBgn0038602	615	444.253	0	0
FBgn0037260	1785	1614.07	0.88975	12
FBgn0052668	2676	2505.07	0.716605	15
FBgn0001250	4145.57	4021.53	0.734409	34.009
FBgn0036795	1548	1377.07	0	0
FBgn0015321	417.912	355.885	50.8844	417
FBgn0030202	348	177.545	0	0
FBgn0030244	482.5	397.073	0.301396	2
FBgn0039501	2472	2301.07	6.44912	124
FBgn0038127	935	764.146	0	0
FBgn0003129	2566	2395.07	0.0999356	2
FBgn0033100	289.815	201.097	37.4135	120.999
FBgn0013954	633	462.253	896.562	3463
FBgn0030832	708	537.2	0	0
FBgn0264738	1067	896.065	0	0
FBgn0036302	727.281	671.089	61.791	1054
FBgn0011205	641.948	587.137	52.7476	807.035
FBgn0028700	638	552.535	35.0885	324
FBgn0039927	1302.8	1236.17	5.06921	134.326
FBgn0038079	719.667	548.848	0	0
FBgn0040066	839.089	751.991	56.9315	702.048
FBgn0030833	2777.5	2655.54	3.72991	116
FBgn0036656	715.5	630.035	1.20383	12.6751
FBgn0053531	4748.07	4577.89	0.286297	11
FBgn0033982	2048.02	1941.78	0.483383	12.6187
FBgn0085237	380	209.487	0	0
FBgn0052086	1524	1353.07	0	0
FBgn0284247	12280.5	12109.6	0	0
FBgn0039434	1030	859.065	0	0
FBgn0051933	2076	1905.07	0	0
FBgn0038830	670	499.253	19.4179	81.0055
FBgn0035294	1682	1511.07	72.8422	919.727
FBgn0040793	417	246.42	448.75	924
FBgn0014179	2042	1871.07	0	0
FBgn0031145	282.963	225.271	270.984	1510.62
FBgn0033234	2292	2121.07	0.919467	16.2961
FBgn0040343	250	164.678	0.726727	2
FBgn0050491	979.112	832.604	2.60998	21.1853
FBgn0034420	489.379	463.786	119.505	3093
FBgn0054008	715	544.146	4.64941	21.14
FBgn0037297	799.029	714.043	19.3332	232
FBgn0031725	2661.5	2490.57	0	0
FBgn0039307	1248	1077.07	0	0
FBgn0035435	735.333	621.377	7.70394	60
FBgn0013810	12202	12031.1	2.93444	295
FBgn0030494	858	687.146	0.522492	3
FBgn0039055	3473	3302.07	28.3419	782
FBgn0040308	687.395	573.72	65.1989	470
FBgn0039620	2274	2103.07	1.59336	28
FBgn0015765	1408.02	1242.76	16.9453	182
FBgn0031270	689.216	526.752	4.53944	21
FBgn0029795	1676	1505.07	0.874671	11
FBgn0030049	1126	1079.26	60.8302	2006.19
FBgn0052702	11349	11178.1	4.92492	460
FBgn0032938	682.946	648.531	36.2991	977
FBgn0037760	3890.45	3745.37	36.1254	1332
FBgn0259832	474	303.42	9.94157	25.2052
FBgn0020440	2624.26	2526.14	13.326	489.999
FBgn0004590	639	468.253	0	0
FBgn0024941	1388.5	1303.04	0.0459222	1
FBgn0035084	898.727	782.94	13.0886	126.41
FBgn0266490	244.003	159.671	127.318	343.665
FBgn0038752	2194	2023.07	0	0
FBgn0051643	2890	2719.07	0	0
FBgn0030746	2366.11	2256.57	0.883683	26
FBgn0015714	784.665	698.155	82.101	946.331
FBgn0037506	1426	1255.07	0.476773	5
FBgn0266977	516	345.323	0	0
FBgn0035077	1165	994.065	0.00507386	0.042145
FBgn0053109	1025	854.065	0.140125	1
FBgn0002933	523	352.253	0	0
FBgn0085331	825	654.146	0	0
FBgn0261584	1589.6	1429.72	11.9005	152
FBgn0033362	753.85	689.705	8.00928	123
FBgn0030575	731.58	639.7	3.51968	35
FBgn0015572	1749	1578.07	0.455024	6
FBgn0013276	2375	2204.07	14.2107	261.718
FBgn0032613	2123	1952.07	20.2315	330
FBgn0036225	1146	975.065	0	0
FBgn0052208	514	343.323	0	0
FBgn0017567	819	648.146	160.825	871
FBgn0014388	1874.3	1781.02	588.719	16053.6
FBgn0046763	1934	1763.07	100.937	1487
FBgn0037061	627	456.253	23.0818	87.997
FBgn0030941	2415	2244.07	55.1433	1034
FBgn0029809	1433	1262.07	0	0
FBgn0053120	2301	2130.07	1.23605	22
FBgn0015614	1122.02	967.024	78.6707	701.053
FBgn0033498	1268	1097.07	0.218175	2
FBgn0022224	396	225.444	37.1593	70
FBgn0033729	794.5	623.659	0	0
FBgn0260453	818.002	723.514	0.27604	3.01892
FBgn0039160	1362	1191.07	62.7314	624.329
FBgn0032750	1371	1200.07	7.37963	74
FBgn0033979	847	761.535	0.628607	8
FBgn0032651	1360	1189.07	0	0
FBgn0050376	941	770.146	0	0
