Name	Length	EffectiveLength	TPM	NumReads
FBgn0261954	7845.07	7671.5	53.5546	3159.04
FBgn0029987	639	465.725	1.67549	6
FBgn0031660	1139.32	965.749	144.092	1070
FBgn0038619	937.261	763.868	17.1959	101
FBgn0001341	3680	3506.43	9.71756	262
FBgn0037541	7052.36	6878.79	32.3958	1713.48
FBgn0016701	1175.62	1002.12	62.8129	484
FBgn0039110	1769.66	1596.09	68.201	837
FBgn0038839	2837.12	2663.55	0.048827	1
FBgn0264307	3533.45	3359.88	8.31967	214.936
FBgn0263355	3529.93	3356.36	46.6724	1204.5
FBgn0032482	2178.93	2005.36	148.902	2295.99
FBgn0050082	843	669.633	0.582647	3
FBgn0033698	5896	5722.43	20.1588	887
FBgn0032240	530	356.786	147.461	404.541
FBgn0029925	1070	896.43	25.3889	175
FBgn0039017	1757	1583.43	8.08047	98.382
FBgn0259711	908	734.608	14.163	80
FBgn0051140	5760.94	5587.37	7.54152	324
FBgn0036813	1221	1047.43	40.7259	328
FBgn0004379	2913.41	2739.84	26.3918	555.999
FBgn0036158	782	608.674	0	0
FBgn0031816	2035.1	1861.53	12.296	176
FBgn0034923	1675.98	1502.41	26.1838	302.482
FBgn0039582	1151	977.43	0	0
FBgn0051635	6287.96	6114.39	10.4861	493
FBgn0263117	5200.06	5026.49	0.058974	2.279
FBgn0030259	717	543.701	0	0
FBgn0029858	1852.24	1678.67	14.1059	182.073
FBgn0260745	2909.84	2736.27	178.568	3757
FBgn0015791	1156.07	982.51	115.558	873
FBgn0051453	1554.41	1380.84	62.3501	662
FBgn0025574	2102.58	1929.01	23.7991	353
FBgn0039637	3175.49	3001.92	79.0218	1824
FBgn0023095	4739.94	4566.37	1.9082	67
FBgn0014022	1444	1270.43	19.0407	186
FBgn0035134	1243	1069.43	0.60805	5
FBgn0044826	3556.98	3383.41	72.3798	1883
FBgn0030937	1405	1231.43	0	0
FBgn0085213	715	541.703	0.240082	1
FBgn0039875	2455.51	2281.94	68.8226	1207.57
FBgn0037736	3928.93	3755.36	0.242419	7
FBgn0024732	2153	1979.43	20.8934	318
FBgn0053700	1116	942.43	0	0
FBgn0260747	999.176	825.731	239.401	1520
FBgn0038011	1767	1593.43	0	0
FBgn0066365	2784.15	2610.58	0.000164	0.003
FBgn0039863	5861.19	5687.62	37.6832	1648
FBgn0037721	832.031	658.67	1.77703	9
FBgn0036459	2408	2234.43	0	0
FBgn0038291	1731	1557.43	14.5299	174
FBgn0001114	3261.09	3087.52	1020.32	24223
FBgn0262894	324	150.939	0	0
FBgn0015772	4865.01	4691.44	14.1933	512
FBgn0030873	1721.56	1547.99	92.9159	1105.95
FBgn0086675	6911.1	6737.53	0.231259	11.981
FBgn0038223	4302.63	4129.06	11.0916	352.148
FBgn0027081	2320.48	2146.91	217.592	3592
FBgn0043458	3245.1	3071.53	62.7819	1482.75
FBgn0262010	471	297.826	0	0
FBgn0259963	337	163.933	0	0
FBgn0010238	2156	1982.43	107.326	1636
FBgn0034184	2949.76	2776.19	33.5417	716
FBgn0000018	1794	1620.43	22.8737	285
FBgn0032809	910	736.608	1.05934	6
FBgn0036605	513	339.799	0	0
FBgn0052280	1136.32	962.746	36.3293	268.935
FBgn0000055	1118.32	944.748	0.17792	1.293
FBgn0033657	3918	3744.43	0.069465	2
FBgn0035421	1684	1510.43	22.2147	258
FBgn0030666	1628.58	1455.01	1.16414	13.024
FBgn0011202	4199.05	4025.48	38.026	1177
FBgn0050091	1681	1507.43	0	0
FBgn0033260	3372.74	3199.17	35.8959	883
FBgn0283427	8584.36	8410.79	949.609	61413
FBgn0033740	2222.1	2048.53	19.6172	309
FBgn0011725	2797.83	2624.26	28.0557	566.117
FBgn0034377	761	587.685	0.221298	1
FBgn0284248	680.991	507.703	791.534	3090
FBgn0040674	712.5	539.205	0	0
FBgn0036323	1637	1463.43	0	0
FBgn0038260	1973	1799.43	2.02369	28
FBgn0034617	1987	1813.43	13.913	194
FBgn0262018	7550.68	7377.11	0.017629	1
FBgn0031873	840	666.635	25.3616	130
FBgn0032366	866	692.62	0	0
FBgn0035241	4682.89	4509.32	0.725447	25.153
FBgn0260049	2269.38	2095.81	169.469	2731
FBgn0015558	4413.67	4240.1	0.680558	22.189
FBgn0267875	162	12.8	0	0
FBgn0003870	4188.11	4014.54	32.6206	1006.95
FBgn0053061	1277.9	1104.33	0.117767	1
FBgn0041181	4928	4754.43	0	0
FBgn0039778	933	759.607	0.171211	1
FBgn0014455	1597.47	1423.9	253.346	2773.78
FBgn0030462	936.667	763.265	0	0
FBgn0051832	762	588.684	0.662766	3
FBgn0000259	1591.92	1418.41	119.535	1303.7
FBgn0261581	585.891	412.657	0.315161	1
FBgn0039271	836	662.64	10.7946	55
FBgn0031463	1194	1020.43	0	0
FBgn0014006	4626.81	4453.24	31.891	1092
FBgn0037150	1456	1282.43	11.5609	114
FBgn0030294	1628	1454.43	14.4858	162
FBgn0036039	1941.34	1767.77	15.4495	210
FBgn0029676	2020.4	1846.83	68.1527	967.807
FBgn0037475	1444.5	1270.93	0	0
FBgn0052076	1529	1355.43	29.9363	312
FBgn0058354	1400	1226.43	4.41535	41.638
FBgn0033738	3638.19	3464.62	42.6214	1135.43
FBgn0064126	1577.8	1404.23	44.643	482.026
FBgn0039115	970	796.582	21.0216	128.758
FBgn0010356	2362	2188.43	19.314	325
FBgn0051100	2432.78	2259.21	0.172698	3
FBgn0263249	318	144.941	0	0
FBgn0039635	1178.31	1004.81	186.121	1438
FBgn0050010	744.975	571.661	3.64001	16
FBgn0034495	1429	1255.43	17.8143	171.965
FBgn0005617	3827.44	3653.87	29.578	831
FBgn0030703	1436.92	1263.35	111.899	1087
FBgn0036574	4008.76	3835.19	17.3198	510.752
FBgn0038742	1418	1244.43	72.4243	693
FBgn0003162	1649.2	1475.63	6.52191	74
FBgn0046999	672	498.715	0	0
FBgn0037345	831	657.644	17.007	86
FBgn0037050	1501.45	1327.88	9.0242	92.14
FBgn0029783	1123.24	949.675	9.03838	66
FBgn0261269	3730.5	3556.93	5.44794	149
FBgn0264270	2229.17	2055.6	48.2115	762.023
FBgn0259822	4758.24	4584.67	0.028368	1.001
FBgn0034035	1562	1388.43	29.3185	313
FBgn0039270	868	694.62	12.3571	66
FBgn0031626	1990	1816.43	0	0
FBgn0051324	1979.24	1805.67	57.6645	800.618
FBgn0260858	1469	1295.43	44.5749	444
FBgn0031874	1802	1628.43	6.23365	78.053
FBgn0262719	7923.37	7749.8	0.33563	20
FBgn0082831	6728.76	6555.19	32.3189	1629
FBgn0259239	3743.63	3570.06	0.218573	6
FBgn0036146	755	581.687	4.02443	18
FBgn0035073	3322	3148.43	17.2511	417.629
FBgn0020371	789	615.669	0	0
FBgn0032845	1541.8	1368.23	6.95884	73.21
FBgn0283651	4285.89	4112.32	1.13925	36.024
FBgn0267824	2632	2458.43	36.0784	682
FBgn0069973	898.546	725.156	16.8584	94
FBgn0036301	1709	1535.43	15.2026	179.485
FBgn0265048	4744	4570.43	173.692	6104
FBgn0261057	237.5	64.5835	0	0
FBgn0052564	1448	1274.43	0	0
FBgn0030797	1081.98	908.563	12.8009	89.428
FBgn0001296	2223.99	2050.42	3.17139	50
FBgn0259972	706	532.685	0	0
FBgn0053986	871	697.619	0	0
FBgn0032435	2743	2569.43	0.101231	2
FBgn0033905	1147.57	974.003	20.5628	154
FBgn0029539	639.5	466.225	0	0
FBgn0030502	2962.08	2788.51	77.4673	1661
FBgn0032554	1230	1056.52	0	0
FBgn0036410	2269.87	2096.3	0.744475	12
FBgn0025390	6268.54	6094.97	4.20305	196.977
FBgn0038394	1047	873.43	0.744498	5
FBgn0029715	1081.95	908.381	69.1513	483
FBgn0034911	6361	6187.43	0.252227	12
FBgn0026063	2066	1892.43	0.537067	7.815
FBgn0032375	787.601	614.271	0.21172	1
FBgn0033665	1878	1704.43	10.072	132
FBgn0085380	3223	3049.43	0	0
FBgn0037493	813	639.654	0	0
FBgn0053701	315	141.942	0	0
FBgn0032189	1259	1085.43	11.7421	98
FBgn0033726	683	509.712	0	0
FBgn0037526	2097.76	1924.19	7.89838	116.86
FBgn0028902	2092.63	1919.06	0.271077	4
FBgn0050289	1164	990.43	0.13131	1
FBgn0038131	1100	926.43	0	0
FBgn0004910	1837	1663.48	0	0
FBgn0037715	1028.63	855.061	24.1836	158.999
FBgn0038151	1571	1397.43	0	0
FBgn0005391	1582.65	1409.08	0.369185	4
FBgn0265416	6903	6729.43	0.038854	2.01
FBgn0033115	1351.45	1177.88	15.4579	140
FBgn0029587	2628.39	2454.82	1.32774	25.062
FBgn0034300	5039.5	4865.93	14.994	561.001
FBgn0265464	2788	2614.43	6.56626	132
FBgn0036112	761	587.685	0	0
FBgn0262730	8145.19	7971.62	28.1883	1727.8
FBgn0262512	659	485.717	96.6597	361
FBgn0015279	4403.2	4229.63	58.5752	1905
FBgn0039831	2857.64	2684.07	65.2472	1346.59
FBgn0261673	1877.7	1704.13	6.94482	91.002
FBgn0026570	1229.08	1055.51	50.0245	406
FBgn0031574	3470.8	3297.23	6.6659	168.999
FBgn0036761	1791.92	1618.35	52.1546	649
FBgn0085385	5875	5701.43	0.01158	0.508
FBgn0027296	1984.17	1810.6	10.7743	150
FBgn0033259	2863	2689.43	30.7552	636
FBgn0033616	1893	1719.43	9.75723	129
FBgn0030224	1034	860.43	0	0
FBgn0016685	917.097	743.702	349.921	2001
FBgn0003888	2516.76	2343.19	355.268	6400.91
FBgn0025381	2139.74	1966.17	359.66	5437.4
FBgn0052667	368	194.922	1.33442	2
FBgn0031771	1555.08	1381.51	114.94	1220.97
FBgn0042133	1168	994.43	4.57736	35
FBgn0028546	1069.15	895.582	86.8395	598
FBgn0037620	1159	985.43	2.50755	19
FBgn0086710	477.181	303.999	2912.53	6808.02
FBgn0036028	1427	1253.43	10.4795	101
FBgn0000046	1667.14	1493.57	2.28158	26.203
FBgn0034568	3382.28	3208.71	0.283719	7
FBgn0035464	2240	2066.43	53.8105	855
FBgn0032331	1716	1542.43	0.168634	2
FBgn0261380	1356	1182.43	21.7777	198
FBgn0039196	1506	1332.43	0	0
FBgn0051683	1870.67	1697.1	3.45962	45.145
FBgn0011754	2845.35	2671.78	25.3335	520.446
FBgn0003250	1349	1175.43	0.110643	1
FBgn0028872	1850.33	1676.76	0	0
FBgn0003975	3463	3289.43	0.276757	7
FBgn0040751	379	205.917	27.158	43
FBgn0039958	2052.49	1878.92	32.4139	468.293
FBgn0034201	1441.5	1268.14	0	0
FBgn0032390	844.71	671.343	60.441	312
FBgn0031144	1998.73	1825.16	38.8344	545
FBgn0037481	943	769.605	21.9683	130
FBgn0033457	1055.75	882.184	25.2092	171
FBgn0037974	1199.12	1025.55	19.5126	153.869
FBgn0038033	1754	1580.43	0.099111	1.204
FBgn0029689	2699	2525.43	12.5654	244
FBgn0036784	2074	1900.43	0	0
FBgn0085458	750	576.688	0	0
FBgn0033787	1096.75	923.182	5.77588	41
FBgn0031955	5713.38	5539.81	0.070428	3
FBgn0054011	1090	916.43	0	0
FBgn0051092	4034.01	3860.44	7.19875	213.685
FBgn0003218	5102.65	4929.08	16.5697	628.001
FBgn0029687	2574.53	2400.96	77.3567	1428.11
FBgn0033460	4649.03	4475.46	52.8005	1817
FBgn0039664	1359.25	1185.68	9.64775	87.958
FBgn0037802	1114	940.43	6.91457	50
FBgn0014002	2080.21	1906.64	908.786	13323.2
FBgn0051454	1736	1562.43	0.499427	6
FBgn0046886	1227	1053.43	0	0
FBgn0261060	329	155.937	0	0
FBgn0039349	1860.53	1686.96	20.1984	262
FBgn0036230	922.5	749.107	0	0
FBgn0085599	1023	849.43	8.22309	53.708
FBgn0030292	477	303.818	67.6339	158
FBgn0039132	1012.51	839.026	62.0021	400
FBgn0032790	1215	1041.43	14.486	116
FBgn0029996	2543.53	2369.96	37.428	682.049
FBgn0264830	262	88.983	0	0
FBgn0083972	706	532.706	2.68551	11
FBgn0052221	1606	1432.43	11.7122	129
FBgn0061209	595	421.765	0.10048	0.326
FBgn0019938	5078	4904.43	30.7868	1161
FBgn0029920	757	583.687	0	0
FBgn0259728	885	711.615	9.73473	53.266
FBgn0052732	2189	2015.43	16.6157	257.493
FBgn0030164	1289.75	1116.18	0	0
FBgn0033785	1900.55	1726.98	9.229	122.552
FBgn0250839	1211	1037.43	0.125361	1
FBgn0267887	453	279.837	0.000167	0
FBgn0267365	936	762.606	28.6504	168
FBgn0032150	1013.95	840.482	4.95157	32.001
FBgn0035360	1715.04	1541.47	1.18117	14
FBgn0035833	3722	3548.43	15.9432	435
FBgn0034849	776.553	603.233	62.0104	287.625
FBgn0035041	2875.18	2701.61	0.278767	5.791
FBgn0037067	876	702.617	0	0
FBgn0263197	5846.12	5672.55	77.0123	3359.06
FBgn0033724	638.571	465.3	43.6027	156
FBgn0265201	476	302.819	0.916814	2.135
FBgn0031690	1727.79	1554.22	0.418389	5
FBgn0035009	576	402.772	0	0
FBgn0052601	967	793.585	0.236363	1.442
FBgn0033996	1959.05	1785.48	18.0642	248
FBgn0034437	2768	2594.43	0	0
FBgn0031247	748	574.69	24.1957	106.918
FBgn0039552	649	475.719	0	0
FBgn0030990	2067.98	1894.41	108.194	1576
FBgn0015925	2001.76	1828.19	34.4306	484
FBgn0029959	1161.68	988.105	29.8775	227
FBgn0001276	727	553.697	25.3672	108
FBgn0036277	437	263.848	125.692	255
FBgn0052643	548	374.782	0	0
FBgn0263782	3818	3644.43	12.2934	344.494
FBgn0035695	4354.47	4180.9	0.124427	4
FBgn0034138	627.264	454.001	3625.44	12656
FBgn0035997	3213.19	3039.62	23.5323	550
FBgn0028541	2464.41	2290.84	68.5225	1207
FBgn0053666	666	492.716	0	0
FBgn0051860	2260.5	2086.93	0	0
FBgn0035312	1183	1009.43	15.6609	121.554
FBgn0036236	1075	901.43	0.000377	0.003
FBgn0259735	6470.8	6297.23	135.623	6566.9
FBgn0037094	3109.13	2935.56	43.328	978.001
FBgn0051953	715	541.703	0.79814	3.324
FBgn0029523	2309	2135.43	1.51349	24.851
FBgn0035374	1144	970.43	68.8843	514
FBgn0034514	440	266.846	0	0
FBgn0038934	4898.35	4724.78	0.110151	4.002
FBgn0036360	2534	2360.43	0.110195	2
FBgn0014465	1564.11	1390.64	0.187041	2
FBgn0038471	1102	928.43	22.5527	161
FBgn0038047	1623	1449.43	3.40963	38
FBgn0064237	1495	1321.43	0	0
FBgn0032036	2396.91	2223.34	261.295	4467
FBgn0038207	740	566.691	0.229496	1
FBgn0259821	4494.01	4320.44	5.38823	179
FBgn0032084	1464.43	1290.86	2.61948	26
FBgn0014427	1176	1002.43	12.0656	93
FBgn0031257	2624.08	2450.51	60.6612	1143
FBgn0041094	2297.98	2124.41	68.8091	1123.99
FBgn0033988	2216	2042.43	33.3661	524
FBgn0001986	3585	3411.43	39.6096	1039
FBgn0032078	1989.4	1815.83	291.43	4069
FBgn0038551	1645	1471.43	27.9299	316
FBgn0000808	2015.71	1842.14	6.70692	95
FBgn0036895	3746	3572.43	0.036405	1
FBgn0266455	280	106.968	0	0
FBgn0031575	2306.33	2132.76	15.4579	253.496
FBgn0033880	1145	971.43	4.01635	30
FBgn0051661	1341	1167.43	0	0
FBgn0283476	12442	12268.4	0.042403	4
FBgn0032882	1961	1787.43	44.2616	608.324
FBgn0025700	891.934	718.546	155.113	857
FBgn0039811	514	340.799	0	0
FBgn0086447	409.461	236.342	37.9529	68.971
FBgn0000463	4625.7	4452.13	0.058964	2.018
FBgn0034748	1924	1750.43	18.5704	249.946
FBgn0042138	1245.21	1071.64	89.5631	738
FBgn0017556	1210.78	1037.21	0.000118	0
FBgn0267423	640	466.725	0	0
FBgn0052843	3276.48	3102.91	0.041913	1
FBgn0250827	860	686.621	0.757642	4
FBgn0023536	2345	2171.43	4.37218	73
FBgn0263236	3130.76	2957.19	1.18742	27
FBgn0039379	1894	1720.43	41.652	551
FBgn0263842	318	144.941	0	0
FBgn0259676	1753	1579.43	23.5498	286
FBgn0050005	887	713.615	32.4838	178.242
FBgn0036842	2795.87	2622.3	38.2874	772
FBgn0026718	1522.82	1349.25	5.39778	56
FBgn0034061	656	482.717	48.4955	180
FBgn0038877	2124	1950.43	31.7879	476.729
FBgn0262588	777	603.678	15.5113	72
FBgn0264979	1362.63	1189.06	12.2499	112
FBgn0010772	3250.3	3076.73	30.0962	712
FBgn0034127	2103	1929.43	0.741455	11
FBgn0261850	2797	2623.43	24.9356	503
FBgn0037853	1642	1468.43	90.7804	1025
FBgn0038851	978	804.576	3.0712	19
FBgn0083942	556	382.779	0	0
FBgn0004915	1412.95	1239.38	43.2523	412.186
FBgn0265630	6016.58	5843.01	27.6221	1241
FBgn0034870	870	696.619	0	0
FBgn0036483	4136.63	3963.06	8.17128	249
FBgn0026869	6298.84	6125.27	32.8112	1545.35
FBgn0051404	981	807.571	0.161042	1
FBgn0050446	2303	2129.43	0.183223	3
FBgn0033020	669.474	496.189	0.262104	1
FBgn0036450	2644	2470.43	42.4837	807
FBgn0085479	1472	1298.43	0.400648	4
FBgn0037045	1081	907.43	7.59598	53
FBgn0030114	2666.59	2493.02	35.1606	674
FBgn0046685	2895	2721.43	52.1851	1092
FBgn0031951	1167.76	994.189	32.098	245.372
FBgn0030310	739.458	566.143	388.912	1693
FBgn0032251	1051.01	877.442	8.74491	59
FBgn0036009	1497	1323.43	0	0
FBgn0039266	1549.38	1375.81	56.9061	602
FBgn0034194	1755.12	1581.55	26.8076	326
FBgn0004554	569.5	396.274	0	0
FBgn0003360	1729.7	1556.13	48.112	575.677
FBgn0030320	3582.18	3408.61	21.2901	558
FBgn0261639	849	675.631	7.44986	38.702
FBgn0030812	4535.32	4361.75	46.5935	1562.66
FBgn0052091	2967	2793.43	1.62949	35
FBgn0039183	3117.24	2943.67	31.4125	711
FBgn0000299	5696.9	5523.33	1253.15	53221
FBgn0004892	2611	2437.43	0	0
FBgn0038602	615	441.756	0	0
FBgn0037260	1785	1611.43	0.565485	7.007
FBgn0052668	2676	2502.43	0.831533	16
FBgn0001250	5715.55	5541.98	0.684074	29.151
FBgn0036795	1548	1374.43	0	0
FBgn0015321	1149.38	975.814	64.9058	487
FBgn0030202	348	174.929	0	0
FBgn0030244	980.299	806.825	1.12978	7.009
FBgn0039501	2472	2298.43	6.90319	122
FBgn0038127	935	761.606	0	0
FBgn0003129	2566	2392.43	0.05451	1.003
FBgn0033100	557.634	384.41	41.6132	123
FBgn0030832	708	534.706	0	0
FBgn0264738	1067	893.43	0	0
FBgn0036302	2246.51	2072.94	62.8639	1002
FBgn0011205	1927.75	1754.18	57.9418	781.528
FBgn0028700	1278.66	1105.09	35.161	298.77
FBgn0039927	3402.85	3229.28	7.25538	180.155
FBgn0038079	719.667	546.368	0	0
FBgn0040066	1666.61	1493.04	51.6541	593
FBgn0030833	3848.53	3674.96	4.42363	125
FBgn0036656	1325.42	1151.89	1.70482	15.099
FBgn0053531	4554.16	4380.59	0.059377	2
FBgn0033982	2550.18	2376.61	0.500406	9.144
FBgn0085237	380	206.916	0	0
FBgn0052086	1524	1350.43	0	0
FBgn0284247	12278.7	12105.2	0.010744	1
FBgn0039434	1030	856.43	0.151855	1
FBgn0051933	2076	1902.43	0	0
FBgn0038830	670	496.715	18.5924	71.01
FBgn0035294	1682	1508.43	76.1405	883.12
FBgn0040793	417	243.871	524.222	983
FBgn0014179	2042	1868.43	0	0
FBgn0031145	851.078	677.746	265.058	1381.3
FBgn0033234	1996.27	1822.7	0.717737	10.06
FBgn0040343	583.673	410.435	0.316866	1
FBgn0050491	1109.38	935.808	4.19305	30.172
FBgn0034420	3234.75	3061.18	127.411	2999
FBgn0054008	715	541.703	7.71583	32.138
FBgn0037297	1606.59	1433.02	18.4231	203
FBgn0031725	2661.5	2487.93	0	0
FBgn0039307	1248	1074.43	0.121044	1
FBgn0035435	1103	929.43	8.81546	63
FBgn0013810	12202	12028.4	4.13024	382
FBgn0003963	4713.76	4540.19	89.0358	3108.26
FBgn0030494	858	684.622	0	0
FBgn0039055	3473	3299.43	30.7452	780
FBgn0040308	1038.43	864.862	89.7736	597
FBgn0039620	2274	2100.43	0.990679	16
FBgn0015765	1455.91	1282.34	16.5312	162.999
FBgn0031270	714.477	541.178	3.84504	16
FBgn0029795	1583.12	1409.55	1.47626	16
FBgn0030049	4139.51	3965.94	61.3909	1872.1
FBgn0052702	11349	11175.4	6.40059	550
FBgn0032938	3660.25	3486.68	45.618	1223
FBgn0037760	4632.15	4458.58	35.5573	1219
FBgn0259832	474	300.822	14.3896	33.284
FBgn0020440	4594	4420.43	14.8857	505.955
FBgn0004590	639	465.725	0	0
FBgn0024941	3532.13	3358.56	0.120598	3.115
FBgn0035084	1417.2	1243.63	7.7688	74.289
FBgn0038752	2194	2020.43	0	0
FBgn0051643	2889.28	2715.71	0.048	1.002
FBgn0030746	3804.38	3630.81	0.788026	22
FBgn0015714	1560.45	1386.88	61.6859	657.815
FBgn0037506	1426	1252.43	0.311522	3
FBgn0266977	516	342.799	0	0
FBgn0035077	1165	991.43	0.135638	1.034
FBgn0053109	1025	851.43	0	0
FBgn0002933	523	349.791	0	0
FBgn0085331	825	651.647	0	0
FBgn0261584	1761.11	1587.54	3.44069	42
FBgn0033362	2036.73	1863.16	5.23519	74.999
FBgn0030575	1375.48	1201.91	5.73489	53
FBgn0015572	1749	1575.43	1.23826	15
FBgn0013276	2375	2201.43	12.1291	205.311
FBgn0032613	2123	1949.43	19.0133	285
FBgn0036225	1146	972.43	0	0
FBgn0052208	514	340.799	0.017715	0.046
FBgn0017567	819	645.653	157.115	780
FBgn0014388	3426.89	3253.32	570.183	14263.3
FBgn0046763	1934	1760.43	86.878	1176
FBgn0037061	627	453.737	27.8028	97
FBgn0030941	2416.31	2242.74	58.3944	1007
FBgn0029809	1433	1259.43	0	0
FBgn0053120	2301	2127.43	1.83395	30
FBgn0015614	1219.78	1046.21	88.4521	711.548
FBgn0033498	1268	1094.43	0.118832	1
FBgn0022224	396	222.896	52.5125	90
FBgn0033729	794.5	621.107	0	0
FBgn0260453	2030.45	1856.88	0.140077	2
FBgn0039160	1362	1188.43	66.3327	606.149
FBgn0032750	1371	1197.43	9.4491	87
FBgn0262738	7028.16	6854.59	18.1004	953.999
FBgn0033979	1742.76	1569.19	0.663035	8
FBgn0032651	1360	1186.43	0	0
FBgn0050376	941	767.606	0	0
FBgn0039495	1455	1281.43	0	0
