Name	Length	EffectiveLength	TPM	NumReads
FBgn0038839	2837.5	2666.5	0	0
FBgn0264307	3661.08	3490.07	9.24519	269.93
FBgn0263355	3593.58	3422.58	43.7309	1252.11
FBgn0032482	2180.39	2009.39	184.295	3097.99
FBgn0050082	843	672.247	0.355632	2
FBgn0033698	5896	5725	16.14	773
FBgn0032240	530	359.402	140.37	422.042
FBgn0029925	1070	898.997	23.2691	175
FBgn0039017	1757	1586	6.33106	84
FBgn0259711	908	737.213	9.56662	59
FBgn0051140	5817.47	5646.47	5.94905	281.012
FBgn0036813	1221	1050	46.4485	408
FBgn0004379	2923.47	2752.47	20.8458	480
FBgn0036158	782	611.287	0	0
FBgn0031816	2037.14	1866.13	6.98206	109
FBgn0034923	1676.2	1505.2	23.0305	290
FBgn0039582	1151	979.997	0	0
FBgn0051635	6337.43	6166.43	9.66302	498.48
FBgn0263117	5200.04	5029.03	0.05773	2.429
FBgn0030259	717	546.32	0	0
FBgn0029858	1970.73	1799.73	10.0687	151.593
FBgn0260745	2899.1	2728.09	232.054	5296
FBgn0015791	1157.03	986.027	115.654	954
FBgn0051453	1609.53	1438.53	46.7832	563
FBgn0025574	1987.82	1816.82	15.1327	230
FBgn0039637	3172.43	3001.42	102.713	2579
FBgn0023095	4717.42	4546.42	1.52496	58
FBgn0014022	1444	1273	14.6486	156
FBgn0035134	1243	1072	0.446032	4
FBgn0044826	3594.86	3423.86	62.0399	1777
FBgn0030937	1405	1234	0	0
FBgn0085213	715	544.321	0.219606	1
FBgn0039875	2423.71	2252.71	62.1371	1171
FBgn0037736	3968.28	3797.28	0.03148	1
FBgn0024732	2153	1982	16.1634	268
FBgn0053700	1116	944.997	0	0
FBgn0260747	1000.37	829.509	239.502	1662
FBgn0038011	1767	1596	0	0
FBgn0066365	2782.43	2611.43	0.183097	4
FBgn0039863	5856.69	5685.69	30.527	1452
FBgn0037721	826.929	656.184	0.728675	4
FBgn0036459	2408	2237	0	0
FBgn0038291	1731	1560	16.4746	215
FBgn0001114	3261.49	3090.49	1251.06	32345
FBgn0262894	324	153.549	0	0
FBgn0015772	4885.7	4714.7	13.7647	542.903
FBgn0030873	1720.91	1549.91	88.1534	1143
FBgn0086675	7282.81	7111.81	0.145498	8.656
FBgn0038223	4283.11	4112.11	8.97351	308.693
FBgn0027081	2318.97	2147.97	207.037	3720.28
FBgn0043458	3248.02	3077.02	53.199	1369.41
FBgn0262010	471	300.448	0.39786	1
FBgn0259963	337	166.542	0	0
FBgn0010238	2156	1985	74.0705	1230
FBgn0034184	3164.29	2993.29	26.9959	676
FBgn0000018	1794	1623	21.6536	294
FBgn0032809	910	739.213	0.970245	6
FBgn0036605	513	342.419	0.349094	1
FBgn0052280	1132.85	961.847	29.081	234
FBgn0000055	1170.84	999.839	0.559191	4.678
FBgn0033657	3918	3747	0.095706	3
FBgn0035421	1684	1513	16.4333	208
FBgn0030666	1623.18	1452.18	1.57341	19.114
FBgn0011202	4185.56	4014.56	32.0089	1075
FBgn0050091	1681	1510	0	0
FBgn0033260	3377.32	3206.31	30.5709	820
FBgn0283427	8581.12	8410.12	602.648	42400
FBgn0033740	2222.26	2051.26	17.7155	304
FBgn0011725	2808.24	2637.23	25.1916	555.781
FBgn0034377	761	590.302	0	0
FBgn0284248	680.99	510.326	784.454	3349
FBgn0040674	982	811.155	0.203513	1.381
FBgn0036323	1637	1466	0	0
FBgn0038260	1973	1802	3.05143	46
FBgn0034617	1987	1816	7.83306	119
FBgn0262018	7549.51	7378.51	0.032401	2
FBgn0031873	840	669.251	19.6473	110
FBgn0032366	866	695.223	0	0
FBgn0035241	4514.67	4343.67	0.963189	35
FBgn0260049	2268.62	2097.62	132.38	2323
FBgn0015558	4364.77	4193.76	0.884041	31.014
FBgn0267875	162	11.3	0	0
FBgn0003870	4255.57	4084.57	32.2797	1103
FBgn0053061	1278	1107	0	0
FBgn0041181	4928	4757	0.050257	2
FBgn0039778	933	762.212	0	0
FBgn0014455	1599.83	1428.83	221.179	2643.78
FBgn0030462	934.86	764.057	0.3129	2
FBgn0051832	762	591.302	0.202158	1
FBgn0000259	1484.73	1313.81	119.727	1315.91
FBgn0261581	717.5	546.817	0	0
FBgn0039271	836	665.254	10.4217	58
FBgn0031463	1194	1023	0	0
FBgn0014006	4634.08	4463.08	25.2835	944
FBgn0037150	1456	1285	13.1165	141
FBgn0030294	1628	1457	15.0139	183
FBgn0036039	1970.29	1799.28	13.3535	201
FBgn0029676	2021.93	1850.93	49.4974	766.428
FBgn0037475	1444.5	1273.5	0	0
FBgn0052076	1529	1358	25.9671	295
FBgn0058354	1400	1229	3.29628	33.89
FBgn0033738	3625.06	3454.06	28.6896	829
FBgn0064126	1583.12	1412.11	34.5921	408.646
FBgn0039115	970	799.169	16.2153	108.409
FBgn0010356	2362	2191	16.6402	305
FBgn0051100	2578	2407	0.099324	2
FBgn0263249	318	147.551	0	0
FBgn0039635	1187.38	1016.45	178.755	1520
FBgn0050010	742.662	571.965	3.55286	17
FBgn0034495	1429	1258	15.2477	160.466
FBgn0005617	3840.62	3669.62	30.0012	921
FBgn0030703	1449.6	1278.59	117.985	1262
FBgn0036574	4083.08	3912.08	16.2844	532.94
FBgn0038742	1418	1247	69.8815	729
FBgn0003162	1643.36	1472.35	4.70886	58
FBgn0046999	672	501.338	0	0
FBgn0037345	831	660.256	13.7594	76
FBgn0037050	1522.97	1351.97	9.10689	103
FBgn0029783	1118.65	947.649	10.5957	84
FBgn0261269	3725.82	3554.81	3.83343	114
FBgn0264270	2303.66	2132.65	34.482	615.197
FBgn0259822	4848.84	4677.84	0.104662	4.096
FBgn0034035	1562	1391	28.015	326
FBgn0039270	868	697.222	13.0299	76
FBgn0031626	1990	1819	0	0
FBgn0051324	1972.06	1801.06	37.8681	570.561
FBgn0260858	1469	1298	47.9804	521
FBgn0031874	1706.61	1535.61	7.40321	95.104
FBgn0262719	7923.31	7752.31	0.354647	23
FBgn0082831	6728.68	6557.68	24.7435	1357.41
FBgn0259239	3209.49	3038.49	0.078681	2
FBgn0036146	755	584.304	3.887	19
FBgn0035073	3322	3151	11.2291	296
FBgn0020371	789	618.284	0	0
FBgn0032845	1537.62	1366.62	8.48444	97
FBgn0283651	4381.66	4210.65	1.19249	42.005
FBgn0267824	2632	2461	45.0751	928
FBgn0069973	901.819	731.025	18.9682	116.001
FBgn0036301	1709	1538	18.6533	240
FBgn0265048	4744	4573	184.598	7062
FBgn0261057	237.5	67.1135	0	0
FBgn0052564	1448	1277	0	0
FBgn0030797	1019.46	848.655	14.8092	105.139
FBgn0001296	2198.19	2027.18	2.94834	50
FBgn0259972	1093	921.997	0.005085	0.039
FBgn0053986	871	700.219	0	0
FBgn0032435	2743	2572	0.092952	2
FBgn0033905	1172.71	1001.7	15.9906	134
FBgn0029539	639.5	468.85	0	0
FBgn0030502	2958.49	2787.48	77.7901	1814
FBgn0032554	1230	1059.1	0	0
FBgn0036410	2248	2076.99	0.46042	8
FBgn0025390	6226.55	6055.55	2.33191	118.132
FBgn0038394	1047	875.997	0.691606	5.068
FBgn0029715	1081.99	910.983	61.5407	469
FBgn0034911	6361	6190	0.096556	5
FBgn0026063	2066	1895	0.609713	9.666
FBgn0032375	787.608	616.894	0.193771	1
FBgn0033665	1878	1707	11.2744	161
FBgn0085380	3223	3052	0	0
FBgn0037493	813	642.27	0	0
FBgn0053701	315	144.552	0	0
FBgn0032189	1259	1088	14.5026	132
FBgn0033726	683	512.335	0	0
FBgn0037526	2110.26	1939.26	7.45446	120.935
FBgn0028902	2094.43	1923.43	0.124295	2
FBgn0050289	1164	992.997	0.120379	1
FBgn0038131	1100	928.997	0.016686	0.13
FBgn0004910	2001.39	1830.44	0.13061	2
FBgn0037715	1039.6	868.599	26.2854	191
FBgn0038151	1571	1400	0	0
FBgn0005391	1584.5	1413.5	0	0
FBgn0265416	5009.33	4838.32	0.168825	6.833
FBgn0033115	1324.22	1153.22	11.9203	115
FBgn0029587	2609.48	2438.48	1.37377	28.024
FBgn0034300	5047.14	4876.14	11.865	484
FBgn0265464	2788	2617	4.47634	98
FBgn0036112	761	590.302	0	0
FBgn0262730	7948.77	7777.77	19.8935	1294.39
FBgn0262512	659	488.34	76.3716	312
FBgn0015279	4403.84	4232.83	49.8723	1766
FBgn0039831	2802.99	2631.99	62.7893	1382.52
FBgn0261673	1943.32	1772.32	0.539571	8.001
FBgn0026570	1233.92	1062.92	38.124	339
FBgn0031574	3462.01	3291	6.3927	176
FBgn0036761	1779.57	1608.57	49.5663	667
FBgn0085385	4898.57	4727.57	0.033194	1.312
FBgn0027296	2019.53	1848.52	8.60056	133
FBgn0033259	2863	2692	31.1718	702
FBgn0033616	1893	1722	10.3432	149
FBgn0030224	1034	862.997	0.138513	1
FBgn0016685	914.921	744.133	303.285	1888
FBgn0003888	2516.71	2345.71	213.294	4185.56
FBgn0025381	2152.59	1981.59	319.335	5293.7
FBgn0052667	368	197.529	1.21032	2
FBgn0031771	1554.67	1383.67	133.906	1550
FBgn0042133	1168	996.997	6.35451	53
FBgn0028546	1070.67	899.672	79.5871	598.999
FBgn0037620	1159	987.997	1.45186	12
FBgn0086710	477.314	306.76	3455.26	8867.04
FBgn0036028	1427	1256	8.94621	94
FBgn0000046	1697.29	1526.29	1.07402	13.713
FBgn0034568	3415.98	3244.97	0.184187	5
FBgn0035464	2239.67	2068.67	42.5869	737
FBgn0032331	1716	1545	0.23211	3
FBgn0261380	1356	1185	23.2012	230
FBgn0039196	1506	1335	0	0
FBgn0051683	1896.45	1725.44	1.65747	23.925
FBgn0011754	2674.42	2503.42	19.4339	407
FBgn0003250	1349	1178	0.202948	2
FBgn0028872	1850.33	1679.33	0	0
FBgn0003975	3463	3292	0.072622	2
FBgn0040751	379	208.523	18.3441	32
FBgn0039958	2029.89	1858.89	28.6017	444.78
FBgn0034201	1441.5	1270.73	0	0
FBgn0032390	847.211	676.456	51.7759	293
FBgn0031144	1981.49	1810.48	33.6725	510
FBgn0037481	943	772.206	18.1114	117
FBgn0033457	1055.69	884.692	23.7805	176
FBgn0037974	1216.97	1045.96	27.3092	238.961
FBgn0038033	1754	1583	0	0
FBgn0029689	2699	2528	11.112	235
FBgn0036784	2074	1903	0	0
FBgn0085458	750	579.305	0	0
FBgn0033787	1141.52	970.522	5.29618	43
FBgn0031955	5710.37	5539.36	0.36685	17
FBgn0054011	1090	918.997	0	0
FBgn0051092	3924.62	3753.62	1.17149	36.786
FBgn0003218	4989.69	4818.69	14.5117	584.988
FBgn0029687	2573.54	2402.54	64.641	1299.21
FBgn0033460	4650.93	4479.93	46.0542	1726
FBgn0039664	1385.41	1214.41	7.23997	73.553
FBgn0037802	1114	942.997	7.09868	56
FBgn0014002	2080.55	1909.55	748.283	11953.6
FBgn0051454	1736	1565	0.152762	2
FBgn0046886	1227	1056	0	0
FBgn0261060	329	158.547	0	0
FBgn0039349	1861.11	1690.1	21.006	297
FBgn0036230	922.5	751.712	0	0
FBgn0085599	1023	851.997	8.38168	59.741
FBgn0030292	477	306.446	56.9507	146
FBgn0039132	1022.61	851.706	55.859	398
FBgn0032790	1215	1044	12.9384	113
FBgn0029996	2535.55	2364.55	48.3292	956
FBgn0264830	262	91.586	0	0
FBgn0083972	706	535.329	3.12613	14
FBgn0052221	1606	1435	9.24638	111
FBgn0061209	595	424.382	0.112191	0.398
FBgn0019938	5078	4907	30.0851	1235
FBgn0029920	757	586.303	0.003204	0.016
FBgn0259728	885	714.215	6.04977	36.147
FBgn0052732	2189	2018	13.0259	219.901
FBgn0030164	1289.75	1118.75	0	0
FBgn0033785	1902.04	1731.04	6.28398	91
FBgn0250839	1099	927.997	0.128811	1
FBgn0267887	453	282.455	0.000139	0
FBgn0267365	936	765.212	19.9953	128
FBgn0032150	1070.45	899.483	5.71446	43.001
FBgn0035360	1685.81	1514.81	1.65715	21
FBgn0035833	3722	3551	13.8017	410
FBgn0034849	774.583	603.878	48.6303	245.672
FBgn0035041	2875.31	2704.3	0.088404	2
FBgn0037067	876	705.218	0.169503	1
FBgn0263197	5998.34	5827.34	68.2263	3326
FBgn0033724	654.145	483.484	20.0264	81
FBgn0265201	476	305.446	0.832883	2.128
FBgn0031690	1705.32	1534.31	0.54536	6.999
FBgn0035009	576	405.387	0	0
FBgn0052601	967	796.175	0.481438	3.207
FBgn0033996	1959.17	1788.17	16.8458	252
FBgn0034437	2768	2597	0.046029	1
FBgn0031247	748	577.306	20.2443	97.771
FBgn0039552	649	478.344	0	0
FBgn0030990	2067.85	1896.84	116.773	1853
FBgn0015925	2001.28	1830.28	27.9528	428
FBgn0029959	1181.57	1010.57	32.8835	278
FBgn0001276	727	556.317	24.7101	115
FBgn0036277	437	266.462	99.142	221
FBgn0052643	548	377.396	0.31674	1
FBgn0263782	3818	3647	10.3574	316
FBgn0035695	4220.15	4049.15	0.177128	6
FBgn0034138	627.191	456.552	3900.91	14899
FBgn0035997	3199.8	3028.79	22.9696	582
FBgn0028541	2464.54	2293.54	60.7705	1166
FBgn0053666	666	495.339	0	0
FBgn0051860	2260.5	2089.5	0	0
FBgn0035312	1183	1012	24.7619	209.635
FBgn0036236	1075	903.997	0.133119	1.007
FBgn0259735	6368.76	6197.75	119.189	6179.75
FBgn0037094	3104.47	2933.46	41.7679	1025
FBgn0051953	715	544.321	0.469176	2.136
FBgn0029523	2309	2138	0.731439	13.082
FBgn0035374	1144	972.997	59.0927	481
FBgn0034514	440	269.46	0	0
FBgn0038934	4894.07	4723.06	0.152635	6.031
FBgn0036360	2534	2363	0.050587	1
FBgn0014465	2092.01	1921	0.374394	6.016
FBgn0038471	1102	930.997	24.1385	188
FBgn0038047	1623	1452	2.88139	35
FBgn0064237	1495	1324	0	0
FBgn0032036	2397.04	2226.04	343.728	6401
FBgn0038207	740	569.308	0.209968	1
FBgn0259821	4508.11	4337.11	1.81904	66
FBgn0032084	1448.05	1277.05	1.12324	12
FBgn0014427	1176	1005	13.9162	117
FBgn0031257	2621.85	2450.85	45.4568	932.001
FBgn0041094	2278.37	2107.36	75.3187	1327.83
FBgn0033988	2216	2045	29.8695	511
FBgn0001986	3585	3414	37.8147	1080
FBgn0032078	1997.25	1826.24	194.27	2968
FBgn0038551	1645	1474	29.1948	360
FBgn0000808	1991.61	1820.61	7.41927	113
FBgn0036895	3746	3575	0.033437	1
FBgn0266455	280	109.573	0	0
FBgn0031575	2764.03	2593.03	10.8794	236
FBgn0033880	1145	973.997	4.05001	33
FBgn0051661	1341	1170	0	0
FBgn0283476	12442	12271	0.06819	7
FBgn0032882	1961	1790	32.9096	492.804
FBgn0025700	891.32	720.533	118.95	717
FBgn0039811	514	343.418	0	0
FBgn0086447	407.052	236.54	31.282	61.901
FBgn0000463	4337.69	4166.69	0.057377	2.001
FBgn0034748	1924	1753	17.8657	262
FBgn0042138	1245.66	1074.66	96.5493	868.001
FBgn0017556	1210.81	1039.81	0.000124	0.002
FBgn0267423	640	469.349	0	0
FBgn0052843	3276.5	3105.5	0	0
FBgn0250827	860	689.225	0	0
FBgn0023536	2345	2174	3.07914	56
FBgn0263236	3130.34	2959.34	1.131	27.999
FBgn0039379	1894	1723	33.3009	480
FBgn0263842	318	147.551	0	0
FBgn0259676	1753	1582	24.2549	321
FBgn0050005	887	716.215	30.3002	181.547
FBgn0036842	2803.98	2632.98	32.824	723
FBgn0026718	1558.37	1387.37	5.08347	59
FBgn0034061	656	485.342	39.4069	160
FBgn0038877	2124	1953	52.978	865.56
FBgn0262588	777	606.293	18.3358	93
FBgn0264979	1362.53	1191.53	14.2457	142
FBgn0010772	3248.4	3077.4	31.8904	821
FBgn0034127	2103	1932	1.48493	24
FBgn0261850	2797	2626	20.12	442
FBgn0037853	1642	1471	81.3434	1001
FBgn0038851	978	807.158	2.22143	15
FBgn0083942	556	385.393	0	0
FBgn0004915	1413.11	1242.1	38.4179	399.2
FBgn0265630	6017.04	5846.03	25.2526	1235
FBgn0034870	870	699.22	0.170957	1
FBgn0036483	4064.44	3893.44	7.46058	243
FBgn0026869	6323.13	6152.13	28.8941	1487.08
FBgn0051404	981	810.156	0.147547	1
FBgn0050446	2303	2132	0.336407	6
FBgn0033020	669.5	498.839	0	0
FBgn0036450	2644	2473	36.0591	746
FBgn0085479	1472	1301	0.091881	1
FBgn0037045	1081	909.997	8.14426	62
FBgn0030114	2710.06	2539.05	42.7007	907
FBgn0046685	2895	2724	40.6354	926
FBgn0031951	1147.9	976.898	30.8038	251.741
FBgn0030310	738.967	568.27	371.059	1764
FBgn0032251	1034.69	863.69	10.657	77
FBgn0036009	1497	1326	0	0
FBgn0039266	1512.14	1341.14	47.6849	534.999
FBgn0034194	1755.5	1584.5	22.9341	304
FBgn0004554	562.12	391.512	0.30532	1
FBgn0003360	1636.94	1465.94	388.424	4763.45
FBgn0030320	3584.51	3413.51	16.6689	476
FBgn0261639	849	678.24	9.62891	54.634
FBgn0030812	4531.43	4360.42	40.463	1476
FBgn0052091	2967	2796	1.02606	24
FBgn0039183	3121.65	2950.65	28.4798	703
FBgn0000299	5697.87	5526.87	620.036	28667.9
FBgn0004892	2611	2440	0.04899	1
FBgn0038602	615	444.375	0	0
FBgn0037260	1785	1614	0.814685	11
FBgn0052668	2676	2505	0.763506	16
FBgn0001250	5721.51	5550.51	0.732227	34.001
FBgn0036795	1548	1377	0	0
FBgn0015321	1154.38	983.374	50.8109	418.001
FBgn0030202	348	177.538	0	0
FBgn0030244	983.337	812.43	0.294269	2
FBgn0039501	2472	2301	6.44177	124
FBgn0038127	935	764.212	0	0
FBgn0003129	2566	2395	0.099822	2
FBgn0033100	561.157	390.546	37.3411	122
FBgn0030832	708	537.327	0	0
FBgn0264738	1067	895.997	0	0
FBgn0036302	2190.6	2019.6	62.4434	1055
FBgn0011205	1974.25	1803.25	53.5676	808.086
FBgn0028700	1278.45	1107.45	35.1761	325.889
FBgn0039927	3417.09	3246.08	5.01167	136.095
FBgn0038079	719.667	548.979	0	0
FBgn0040066	1648.82	1477.81	57.0301	705.057
FBgn0030833	3916.49	3745.48	3.73403	117
FBgn0036656	1395.72	1224.74	1.25764	12.885
FBgn0053531	4324.94	4153.94	0.316543	10.999
FBgn0033982	2977.18	2806.18	0.51109	11.998
FBgn0085237	380	209.522	0	0
FBgn0052086	1524	1353	0	0
FBgn0284247	12280.5	12109.5	0	0
FBgn0039434	1030	858.997	0	0
FBgn0051933	2076	1905	0	0
FBgn0038830	670	499.338	19.3919	81.006
FBgn0035294	1682	1511	73.2347	925.722
FBgn0040793	417	246.478	448.12	924
FBgn0014179	2042	1871	0	0
FBgn0031145	835.645	664.931	272.407	1515.29
FBgn0033234	2141.06	1970.06	0.994536	16.391
FBgn0040343	531.456	360.866	0.662497	2
FBgn0050491	1168.09	997.09	2.55272	21.294
FBgn0034420	3273.3	3102.3	119.371	3098
FBgn0054008	715	544.321	4.64244	21.14
FBgn0037297	1605.66	1434.65	19.4137	233
FBgn0031725	2661.5	2490.5	0	0
FBgn0039307	1248	1077	0	0
FBgn0035435	1103	931.997	7.6955	60
FBgn0013810	12202	12031	2.94096	296
FBgn0003963	4652.62	4481.62	65.2678	2447
FBgn0030494	858	687.228	0.521819	3
FBgn0039055	3473	3302	28.418	785
FBgn0040308	1034.16	863.154	65.7818	475.001
FBgn0039620	2274	2103	1.59155	28
FBgn0015765	1458.41	1287.4	16.9917	183
FBgn0031270	744.478	573.788	4.58323	22
FBgn0029795	1636.09	1465.09	0.897487	11
FBgn0030049	4141.12	3970.11	60.5192	2010
FBgn0052702	11349	11178	4.92988	461
FBgn0032938	3263.96	3092.96	37.8749	979.999
FBgn0037760	4596.8	4425.79	36.057	1335
FBgn0259832	474	303.446	9.84822	25
FBgn0020440	4593.19	4422.19	13.2452	490
FBgn0004590	639	468.35	0	0
FBgn0024941	3667.24	3496.24	0.034189	1
FBgn0035084	1324.35	1153.35	13.1884	127.248
FBgn0038752	2194	2023	0	0
FBgn0051643	2938	2767	7.9e-05	0.002
FBgn0030746	3764.07	3593.06	0.864984	26
FBgn0015714	1551.7	1380.69	81.9297	946.322
FBgn0037506	1426	1255	0.476241	5
FBgn0266977	516	345.417	0	0
FBgn0035077	1165	993.997	0.06445	0.536
FBgn0053109	1025	853.997	0.139973	1
FBgn0002933	523	352.411	0	0
FBgn0085331	825	654.261	0	0
FBgn0261584	1711.24	1540.24	11.7966	152
FBgn0033362	2061.41	1890.41	7.77767	123
FBgn0030575	1383.74	1212.74	3.44985	35
FBgn0015572	1749	1578	0.454512	6
FBgn0013276	2375	2204	8.12485	149.805
FBgn0032613	2123	1952	20.2698	331
FBgn0036225	1146	974.997	0	0
FBgn0052208	514	343.418	0.00905	0.026
FBgn0017567	819	648.266	160.976	873
FBgn0014388	3434.86	3263.85	589.154	16086.4
FBgn0046763	1934	1763	101.162	1492
FBgn0037061	627	456.362	23.5695	89.983
FBgn0030941	2416.31	2245.3	55.2082	1037
FBgn0029809	1433	1262	0	0
FBgn0053120	2301	2130	1.23465	22
FBgn0015614	1239.86	1068.86	78.6263	703.054
FBgn0033498	1268	1097	0.217934	2
FBgn0022224	396	225.502	37.1062	70
FBgn0033729	794.5	623.698	0	0
FBgn0260453	1765.79	1594.79	0.299817	4
FBgn0039160	1362	1191	62.3951	621.672
FBgn0032750	1371	1200	7.47104	75
FBgn0262738	7053.77	6882.77	15.1994	875.163
FBgn0033979	1733	1561.99	0.612225	8
FBgn0032651	1360	1189	0	0
FBgn0050376	941	770.21	0	0
FBgn0039495	1455	1284	0.372388	4
FBgn0041105	2454	2283	0.104719	2
FBgn0283627	1560	1389	0	0
FBgn0250862	1473.88	1302.88	0.091747	1
FBgn0052944	2159.56	1988.56	0.841567	14
FBgn0033283	935	764.212	0.312835	2
FBgn0263598	2489.47	2318.46	147.555	2861.9
FBgn0005593	900.893	730.103	5648.19	34498
FBgn0029147	1875.49	1704.48	42.0783	600
FBgn0038290	1428	1257	83.9704	883
FBgn0037409	2629	2458	0	0
FBgn0261514	2583.9	2412.9	0.099082	2
FBgn0010926	3036.62	2865.61	17.6718	423.643
FBgn0031097	1258.89	1087.89	8.68043	79
