Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0039184	4	0	2	2	1	6	2	0	3	1	1	7	2.44	2	3	1.864	0.899	0.614	0.53920370700679	NA	0.6241	1.304	1.0632	1.0632	TRUE	1.4184
FBgn0039186	3009	1325	1249	2593	1189	1293	1516	2071	1780	1322	1663	1585	1656.01	1789	1523	0.852	-0.231	-1.499	0.133984307326615	0.494928132236105	0.018	0.0147	0.0165	0.0165	TRUE	0.1787
FBgn0039187	2070	705	816	2069	813	824	1043	1102	1163	1055	1137	1010	1084.87	1103	1067	0.969	-0.045	-0.377	0.706110071479464	0.928000520197458	0.0023	0.0157	0.0094	0.0094	TRUE	0.037
FBgn0039188	716	218	245	646	252	280	361	341	349	329	352	343	345.92	350	341	0.972	-0.041	-0.287	0.773971558309024	0.946146524235747	0	0.0219	0.0118	0.0118	TRUE	0.0129
FBgn0039189	289	99	81	268	104	123	146	155	115	137	145	151	141.43	139	144	1.035	0.05	0.24	0.80998735738885	0.958728978442117	0.0024	0.0351	0.0234	0.0234	TRUE	0.1869
FBgn0039190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0039192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0039193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0039194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0039195	2	0	1	0	0	1	1	0	1	0	0	1	0.61	1	0	0.449	-1.155	-0.419	0.675530673340619	NA	0	5.1796	3.937	3.937	TRUE	0.5428
FBgn0039196	1	0	0	0	0	0	1	0	0	0	0	0	0.08	0	0	0.506	-0.982	-0.242	0.809054835068777	NA	0	37.5366	10	10	TRUE	0.1276
FBgn0039197	0	1	0	0	0	0	0	2	0	0	0	0	0.26	1	0	0.404	-1.309	-0.323	0.746872946646828	NA	0	12.106	10	10	TRUE	0.6584
FBgn0039198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0039199	4	0	1	4	0	0	2	0	1	2	0	0	0.91	1	1	0.655	-0.612	-0.26	0.794829686622346	NA	0	3.4621	2.9027	2.9027	TRUE	1.8824
FBgn0039200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0039201	33	16	16	55	17	15	17	25	23	28	24	18	22.44	22	23	1.135	0.182	0.399	0.689658077038982	0.924422045475728	0	0.1532	0.1033	0.1033	TRUE	0.382
FBgn0039202	1	0	3	2	3	0	1	0	4	1	4	0	1.67	2	2	1.098	0.135	0.073	0.941423805324346	NA	1.4584	1.9039	1.7784	1.7784	TRUE	0.9646
FBgn0039203	5	2	1	7	2	0	3	3	1	4	3	0	2.24	2	2	0.944	-0.084	-0.059	0.952866799894476	NA	0	1.4195	0.9898	0.9898	TRUE	0.7148
FBgn0039204	1051	364	443	995	467	553	529	569	631	507	653	678	594.64	576	613	1.061	0.086	0.532	0.594444088461893	0.88775420491349	0.015	0.0181	0.0168	0.0168	TRUE	0.2875
FBgn0039205	103	27	46	156	48	42	52	42	66	80	67	51	59.63	53	66	1.256	0.329	1.052	0.292941602609321	0.711932020311384	0.0276	0.0657	0.0524	0.0524	TRUE	0.2201
FBgn0039207	3894	1284	1381	3911	1448	1605	1961	2007	1968	1994	2025	1967	1987.09	1979	1995	1.009	0.013	0.125	0.900255405941494	0.979647506603736	0	0.0144	0.0068	0.0068	TRUE	0.002
FBgn0039209	4689	1424	1223	2981	869	1053	2362	2225	1743	1520	1215	1291	1726	2110	1342	0.636	-0.652	-4.232	2.31298480750521e-05	0.000600634276397927	0.018	0.0147	0.0164	0.0164	TRUE	0.2778
FBgn0039210	652	184	200	544	187	260	328	288	285	277	262	319	293.09	300	286	0.946	-0.08	-0.483	0.629403572021156	0.903998055619743	0.0052	0.0236	0.016	0.016	TRUE	0.1048
FBgn0039212	864	297	344	665	313	378	435	464	490	339	438	463	438.28	463	413	0.889	-0.169	-1.019	0.307985859062441	0.727766056966448	0.0139	0.02	0.0174	0.0174	TRUE	0.3179
FBgn0039213	3539	1100	1184	3440	1240	1466	1782	1719	1687	1754	1734	1797	1745.67	1729	1762	1.018	0.026	0.246	0.805558077534507	0.95668077287998	0	0.0146	0.0072	0.0072	TRUE	0.0092
FBgn0039214	6893	2434	2120	6384	2606	2641	3472	3804	3021	3255	3645	3237	3405.64	3432	3379	0.984	-0.023	-0.18	0.856783215556014	0.967519225925927	0.0084	0.0138	0.0113	0.0113	TRUE	0.1315
FBgn0039215	2340	886	939	2041	979	1171	1179	1385	1338	1041	1369	1435	1291.09	1301	1282	0.985	-0.022	-0.142	0.886719285102133	0.97751958003677	0.0177	0.0153	0.0163	0.0163	TRUE	0.338
FBgn0039217	1	0	1	0	1	0	1	0	1	0	1	0	0.55	1	0	0.578	-0.79	-0.273	0.784544849898605	NA	0	5.6931	4.3728	4.3728	TRUE	0.6881
FBgn0039218	367	88	166	582	128	129	185	138	237	297	179	158	198.81	187	211	1.144	0.194	0.703	0.482323278801868	0.844503537218436	0.0874	0.0287	0.0494	0.0494	TRUE	0.5592
FBgn0039219	688	216	274	810	376	415	347	338	390	413	526	509	420.35	358	483	1.342	0.425	2.655	0.00794208203943484	0.0766415219125094	0.0099	0.0203	0.0158	0.0158	TRUE	0.203
FBgn0039223	1348	413	470	1401	513	614	679	645	670	714	718	753	696.43	665	728	1.094	0.129	1.071	0.28431244673563	0.703762250293942	0	0.0174	0.0089	0.0089	TRUE	0.0099
FBgn0039224	3	0	0	0	0	0	2	0	0	0	0	0	0.25	1	0	0.286	-1.807	-0.447	0.65507328144625	NA	0	12.5208	10	10	TRUE	1.0638
FBgn0039225	14	4	2	7	1	4	7	6	3	4	1	5	4.34	5	3	0.607	-0.721	-0.717	0.473073626947503	NA	0	0.7391	0.4809	0.4809	TRUE	0.3166
FBgn0039226	117	38	43	176	42	61	59	59	61	90	59	75	67.14	60	75	1.264	0.338	1.19	0.233916233288273	0.641666735416891	0	0.0598	0.0422	0.0422	TRUE	0.185
FBgn0039227	2727	936	886	2433	979	1004	1373	1463	1262	1241	1369	1231	1323.22	1366	1280	0.936	-0.095	-0.787	0.431004196567918	0.818714945367977	0.0034	0.0152	0.0097	0.0097	TRUE	0.0506
FBgn0039228	1	3	4	4	1	1	1	5	6	2	1	1	2.59	4	1	0.478	-1.065	-0.771	0.440841689523858	NA	0	1.2278	0.9079	0.9079	TRUE	1.9989
FBgn0039229	3208	1143	1180	2695	1259	1366	1616	1786	1681	1374	1761	1674	1648.82	1694	1603	0.945	-0.082	-0.61	0.541655406811061	0.866317958065383	0.0093	0.0148	0.0122	0.0122	TRUE	0.1951
FBgn0039232	3	1	1	4	0	2	2	2	1	2	0	2	1.5	2	1	1.045	0.064	0.039	0.968981070232317	NA	0	2.1152	1.2802	1.2802	TRUE	0.3156
FBgn0039233	515	127	172	434	163	183	259	198	245	221	228	224	229.42	234	224	0.95	-0.074	-0.417	0.676708686554578	0.919931899614025	0.005	0.0266	0.018	0.018	TRUE	0.1752
FBgn0039234	3891	1232	1344	4002	1304	1430	1960	1925	1915	2041	1824	1753	1902.93	1933	1873	0.97	-0.045	-0.393	0.694430457323067	0.925770777899116	0.003	0.0145	0.0087	0.0087	TRUE	0.0775
FBgn0039235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0039237	1	0	0	0	0	0	1	0	0	0	0	0	0.08	0	0	0.506	-0.982	-0.242	0.809054835068777	NA	0	37.5366	10	10	TRUE	0.1276
FBgn0039238	0	0	1	3	2	0	0	0	1	2	3	0	0.96	0	2	3.483	1.801	0.759	0.447575443547966	NA	0	3.2985	2.8415	2.8415	TRUE	0.337
FBgn0039239	0	0	0	2	0	0	0	0	0	1	0	0	0.17	0	0	2.419	1.274	0.314	0.753276162384087	NA	0	18.5439	10	10	TRUE	0.5299
FBgn0039240	2158	753	768	1810	785	923	1087	1177	1094	923	1098	1131	1085.05	1119	1051	0.937	-0.094	-0.715	0.474445134824364	0.839634972358556	0.0063	0.0157	0.0113	0.0113	TRUE	0.1436
